""
"TEC System Name:","AY.VAV1-10","","Descriptor:",""
" 66","NEOB.VAV-7-6:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","NEOB.VAV-7-6:HTG P GAIN","","","10.0",""," -N-     NONE"
" 68","NEOB.VAV-7-6:HTG I GAIN","","","0.01",""," -N-     NONE"
" 69","NEOB.VAV-7-6:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","NEOB.VAV-7-6:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-7-6:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-7-6:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-7-6:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-7-6:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-7-6:FLOW","","","82.0","PCT"," -N-     NONE"
" 76","NEOB.VAV-7-6:CTL FLOW MIN","","","84.0"," CFM"," -N-     NONE"
" 77","NEOB.VAV-7-6:CTL FLOW MAX","","","600.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-7-6:CTL TEMP","","","73.0","DEG F"," -N-     NONE"
" 79","NEOB.VAV-7-6:CLG LOOPOUT","","","82.0","PCT"," -N-     NONE"
" 80","NEOB.VAV-7-6:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 85","NEOB.VAV-7-6:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","NEOB.VAV-7-6:SWITCH TIME","","","10.0","MIN"," -N-     NONE"
" 90","NEOB.VAV-7-6:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","NEOB.VAV-7-6:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-7-6:FLOW STPT","","","84.75","PCT"," -N-     NONE"
" 94","NEOB.VAV-7-6:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-7-6:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-7-6:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-7-6:DUCT AREA","","","0.8","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-7-6:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-7-6:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-7-7","","Descriptor:","VAV 7-7"
"","NEOB.VAV-7-7:ADDRESS","","","7",""," -N-     NONE"
"  2","NEOB.VAV-7-7:APPLICATION","","","2523.0",""," -N-     NONE"
"  3","NEOB.VAV-7-7:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-7-7:ROOM TEMP","","","73.0","DEG F"," -N-     OVRD"
"  5","NEOB.VAV-7-7:HEAT.COOL","","","COOL",""," -N-     NONE"
"  6","NEOB.VAV-7-7:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  7","NEOB.VAV-7-7:DAY HTG STPT","","","70.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-7-7:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
"  9","NEOB.VAV-7-7:NGT HTG STPT","","","65.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-7-7:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-7-7:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-7-7:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-7-7:RM STPT DIAL","","","70.0","DEG F"," -N-     OVRD"
" 14","NEOB.VAV-7-7:STPT DIAL","","","NO",""," -N-     NONE"
" 15","NEOB.VAV-7-7:AI 3","","","57.0","DEG F"," -N-     NONE"
" 16","NEOB.VAV-7-7:FLOW START","","","50.0","PCT"," -N-     NONE"
" 17","NEOB.VAV-7-7:FLOW END","","","100.0","PCT"," -N-     NONE"
" 18","NEOB.VAV-7-7:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-7-7:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-7-7:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-7-7:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 22","NEOB.VAV-7-7:REHEAT START","","","24.8","PCT"," -N-     NONE"
" 23","NEOB.VAV-7-7:REHEAT END","","","74.8","PCT"," -N-     NONE"
" 24","NEOB.VAV-7-7:DI 4","","","OFF",""," -N-     NONE"
" 25","NEOB.VAV-7-7:DI 3","","","OFF",""," -N-     NONE"
" 29","NEOB.VAV-7-7:DAY.NGT","","","DAY",""," -N-     OPER"
" 31","NEOB.VAV-7-7:CLG FLOW MIN","","","232.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-7-7:CLG FLOW MAX","","","832.0"," CFM"," -N-     NONE"
" 33","NEOB.VAV-7-7:HTG FLOW MIN","","","232.0"," CFM"," -N-     NONE"
" 34","NEOB.VAV-7-7:HTG FLOW MAX","","","400.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-7-7:AIR VOLUME","","","392.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-7-7:FLOW COEFF","","","0.46",""," -N-     NONE"
" 40","NEOB.VAV-7-7:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","NEOB.VAV-7-7:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-7-7:DO 2","","","OFF",""," -N-     NONE"
" 43","NEOB.VAV-7-7:DO 3","","","OFF",""," -N-     NONE"
" 44","NEOB.VAV-7-7:DO 4","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-7-7:DMPR COMD","","","34.0","PCT"," -N-     NONE"
" 49","NEOB.VAV-7-7:DMPR POS","","","34.0","PCT"," -N-     NONE"
" 51","NEOB.VAV-7-7:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 52","NEOB.VAV-7-7:VLV COMD","","","0.0","PCT"," -N-     NONE"
" 53","NEOB.VAV-7-7:VLV POS","","","0.0","PCT"," -N-     NONE"
" 55","NEOB.VAV-7-7:MTR2 TIMING","","","150.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-7-7:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-7-7:MTR SETUP","","","5.0",""," -N-     NONE"
" 59","NEOB.VAV-7-7:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-7-7:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-7-7:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-7-7:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-7-7:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","NEOB.VAV-7-7:HTG P GAIN","","","10.0",""," -N-     NONE"
" 68","NEOB.VAV-7-7:HTG I GAIN","","","0.01",""," -N-     NONE"
" 69","NEOB.VAV-7-7:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","NEOB.VAV-7-7:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-7-7:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-7-7:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-7-7:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-7-7:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-7-7:FLOW","","","46.75","PCT"," -N-     NONE"
" 76","NEOB.VAV-7-7:CTL FLOW MIN","","","232.0"," CFM"," -N-     NONE"
" 77","NEOB.VAV-7-7:CTL FLOW MAX","","","832.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-7-7:CTL TEMP","","","72.75","DEG F"," -N-     NONE"
" 79","NEOB.VAV-7-7:CLG LOOPOUT","","","25.2","PCT"," -N-     NONE"
" 80","NEOB.VAV-7-7:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 85","NEOB.VAV-7-7:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","NEOB.VAV-7-7:SWITCH TIME","","","10.0","MIN"," -N-     NONE"
" 90","NEOB.VAV-7-7:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","NEOB.VAV-7-7:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-7-7:FLOW STPT","","","46.25","PCT"," -N-     NONE"
" 94","NEOB.VAV-7-7:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-7-7:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-7-7:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-7-7:DUCT AREA","","","0.55","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-7-7:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-7-7:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-7-8","","Descriptor:","VAV 7-8"
"","NEOB.VAV-7-8:ADDRESS","","","8",""," -N-     NONE"
"  2","NEOB.VAV-7-8:APPLICATION","","","2520.0",""," -N-     NONE"
"  3","NEOB.VAV-7-8:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-7-8:ROOM TEMP","","","73.0","DEG F"," -N-     OVRD"
"  6","NEOB.VAV-7-8:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-7-8:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-7-8:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-7-8:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-7-8:RM STPT MAX","","","74.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-7-8:RM STPT DIAL","","","69.0","DEG F"," -N-     OVRD"
" 14","NEOB.VAV-7-8:STPT DIAL","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-7-8:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-7-8:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-7-8:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","NEOB.VAV-7-8:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","NEOB.VAV-7-8:CLG FLOW MIN","","","92.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-7-8:CLG FLOW MAX","","","320.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-7-8:AIR VOLUME","","","28.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-7-8:FLOW COEFF","","","0.84",""," -N-     NONE"
" 41","NEOB.VAV-7-8:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-7-8:DO 2","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-7-8:DMPR COMD","","","0.0","PCT"," -N-     OPER"
" 49","NEOB.VAV-7-8:DMPR POS","","","0.0","PCT"," -N-     NONE"
" 51","NEOB.VAV-7-8:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-7-8:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-7-8:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","NEOB.VAV-7-8:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-7-8:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-7-8:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-7-8:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-7-8:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-7-8:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-7-8:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-7-8:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-7-8:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-7-8:FLOW","","","8.75","PCT"," -N-     NONE"
" 76","NEOB.VAV-7-8:CTL FLOW MIN","","","92.0"," CFM"," -N-     NONE"
" 77","NEOB.VAV-7-8:CTL FLOW MAX","","","320.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-7-8:CTL TEMP","","","73.0","DEG F"," -N-     NONE"
" 79","NEOB.VAV-7-8:CLG LOOPOUT","","","72.0","PCT"," -N-     NONE"
" 92","NEOB.VAV-7-8:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-7-8:FLOW STPT","","","80.0","PCT"," -N-     NONE"
" 94","NEOB.VAV-7-8:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-7-8:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-7-8:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-7-8:DUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-7-8:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-7-8:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-7-9","","Descriptor:","VAV 7-9"
"","NEOB.VAV-7-9:ADDRESS","","","9",""," -N-     NONE"
"  2","NEOB.VAV-7-9:APPLICATION","","","2520.0",""," -N-     NONE"
"  3","NEOB.VAV-7-9:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-7-9:ROOM TEMP","","","71.5","DEG F"," -N-     OVRD"
"  6","NEOB.VAV-7-9:DAY CLG STPT","","","71.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-7-9:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-7-9:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-7-9:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-7-9:RM STPT MAX","","","74.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-7-9:RM STPT DIAL","","","69.0","DEG F"," -N-     OVRD"
" 14","NEOB.VAV-7-9:STPT DIAL","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-7-9:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-7-9:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-7-9:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","NEOB.VAV-7-9:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","NEOB.VAV-7-9:CLG FLOW MIN","","","60.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-7-9:CLG FLOW MAX","","","400.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-7-9:AIR VOLUME","","","388.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-7-9:FLOW COEFF","","","1.0",""," -N-     NONE"
" 41","NEOB.VAV-7-9:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-7-9:DO 2","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-7-9:DMPR COMD","","","29.6","PCT"," -N-     NONE"
" 49","NEOB.VAV-7-9:DMPR POS","","","29.6","PCT"," -N-     NONE"
" 51","NEOB.VAV-7-9:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-7-9:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-7-9:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","NEOB.VAV-7-9:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-7-9:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-7-9:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-7-9:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-7-9:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-7-9:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-7-9:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-7-9:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-7-9:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-7-9:FLOW","","","98.0","PCT"," -N-     NONE"
" 76","NEOB.VAV-7-9:CTL FLOW MIN","","","60.0"," CFM"," -N-     NONE"
" 77","NEOB.VAV-7-9:CTL FLOW MAX","","","400.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-7-9:CTL TEMP","","","71.5","DEG F"," -N-     NONE"
" 79","NEOB.VAV-7-9:CLG LOOPOUT","","","100.0","PCT"," -N-     NONE"
" 92","NEOB.VAV-7-9:CTL STPT","","","71.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-7-9:FLOW STPT","","","100.0","PCT"," -N-     NONE"
" 94","NEOB.VAV-7-9:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-7-9:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-7-9:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-7-9:DUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-7-9:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-7-9:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-8-1","","Descriptor:",""
"","NEOB.VAV-8-1:ADDRESS","","","2",""," -N-     NONE"
"  2","NEOB.VAV-8-1:APPLICATION","","","2523.0",""," -N-     NONE"
"  3","NEOB.VAV-8-1:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-8-1:ROOM TEMP","","","74.25","DEG F"," -N-     NONE"
"  5","NEOB.VAV-8-1:HEAT.COOL","","","COOL",""," -N-     OVRD"
"  6","NEOB.VAV-8-1:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  7","NEOB.VAV-8-1:DAY HTG STPT","","","70.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-8-1:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
"  9","NEOB.VAV-8-1:NGT HTG STPT","","","65.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-8-1:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-8-1:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-8-1:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-8-1:RM STPT DIAL","","","71.0","DEG F"," -N-     NONE"
" 14","NEOB.VAV-8-1:STPT DIAL","","","NO",""," -N-     NONE"
" 15","NEOB.VAV-8-1:AI 3","","","58.0","DEG F"," -N-     NONE"
" 16","NEOB.VAV-8-1:FLOW START","","","50.0","PCT"," -N-     NONE"
" 17","NEOB.VAV-8-1:FLOW END","","","100.0","PCT"," -N-     NONE"
" 18","NEOB.VAV-8-1:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-8-1:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-8-1:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-8-1:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 22","NEOB.VAV-8-1:REHEAT START","","","24.8","PCT"," -N-     NONE"
" 23","NEOB.VAV-8-1:REHEAT END","","","74.8","PCT"," -N-     NONE"
" 24","NEOB.VAV-8-1:DI 4","","","OFF",""," -N-     NONE"
" 25","NEOB.VAV-8-1:DI 3","","","OFF",""," -N-     NONE"
" 29","NEOB.VAV-8-1:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","NEOB.VAV-8-1:CLG FLOW MIN","","","372.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-8-1:CLG FLOW MAX","","","1840.0"," CFM"," -N-     NONE"
" 33","NEOB.VAV-8-1:HTG FLOW MIN","","","372.0"," CFM"," -N-     NONE"
" 34","NEOB.VAV-8-1:HTG FLOW MAX","","","920.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-8-1:AIR VOLUME","","","1844.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-8-1:FLOW COEFF","","","0.63",""," -N-     NONE"
" 40","NEOB.VAV-8-1:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","NEOB.VAV-8-1:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-8-1:DO 2","","","ON",""," -N-     NONE"
" 43","NEOB.VAV-8-1:DO 3","","","OFF",""," -N-     NONE"
" 44","NEOB.VAV-8-1:DO 4","","","ON",""," -N-     NONE"
" 48","NEOB.VAV-8-1:DMPR COMD","","","46.8","PCT"," -N-     NONE"
" 49","NEOB.VAV-8-1:DMPR POS","","","46.8","PCT"," -N-     NONE"
" 51","NEOB.VAV-8-1:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 52","NEOB.VAV-8-1:VLV COMD","","","0.0","PCT"," -N-     NONE"
" 53","NEOB.VAV-8-1:VLV POS","","","0.0","PCT"," -N-     NONE"
" 55","NEOB.VAV-8-1:MTR2 TIMING","","","130.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-8-1:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-8-1:MTR SETUP","","","5.0",""," -N-     NONE"
" 59","NEOB.VAV-8-1:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-8-1:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-8-1:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-8-1:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-8-1:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","NEOB.VAV-8-1:HTG P GAIN","","","10.0",""," -N-     NONE"
" 68","NEOB.VAV-8-1:HTG I GAIN","","","0.01",""," -N-     NONE"
" 69","NEOB.VAV-8-1:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","NEOB.VAV-8-1:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-8-1:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-8-1:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-8-1:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-8-1:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-8-1:FLOW","","","99.75","PCT"," -N-     NONE"
" 76","NEOB.VAV-8-1:CTL FLOW MIN","","","372.0"," CFM"," -N-     NONE"
" 77","NEOB.VAV-8-1:CTL FLOW MAX","","","1840.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-8-1:CTL TEMP","","","74.25","DEG F"," -N-     NONE"
" 79","NEOB.VAV-8-1:CLG LOOPOUT","","","100.0","PCT"," -N-     NONE"
" 80","NEOB.VAV-8-1:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 85","NEOB.VAV-8-1:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","NEOB.VAV-8-1:SWITCH TIME","","","10.0","MIN"," -N-     NONE"
" 90","NEOB.VAV-8-1:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","NEOB.VAV-8-1:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-8-1:FLOW STPT","","","100.0","PCT"," -N-     NONE"
" 94","NEOB.VAV-8-1:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-8-1:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-8-1:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-8-1:DUCT AREA","","","1.4","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-8-1:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-8-1:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-8-10","","Descriptor:",""
"","NEOB.VAV-8-10:ADDRESS","","","4",""," -N-     NONE"
"  2","NEOB.VAV-8-10:APPLICATION","","","2523.0",""," -N-     NONE"
"  3","NEOB.VAV-8-10:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-8-10:ROOM TEMP","","","73.5","DEG F"," -N-     NONE"
"  5","NEOB.VAV-8-10:HEAT.COOL","","","COOL",""," -N-     OVRD"
"  6","NEOB.VAV-8-10:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  7","NEOB.VAV-8-10:DAY HTG STPT","","","69.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-8-10:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
"  9","NEOB.VAV-8-10:NGT HTG STPT","","","65.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-8-10:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-8-10:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-8-10:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-8-10:RM STPT DIAL","","","59.0","DEG F"," -N-     NONE"
" 14","NEOB.VAV-8-10:STPT DIAL","","","NO",""," -N-     NONE"
" 15","NEOB.VAV-8-10:AI 3","","","57.0","DEG F"," -N-     NONE"
" 16","NEOB.VAV-8-10:FLOW START","","","50.0","PCT"," -N-     NONE"
" 17","NEOB.VAV-8-10:FLOW END","","","100.0","PCT"," -N-     NONE"
" 18","NEOB.VAV-8-10:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-8-10:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-8-10:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-8-10:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 22","NEOB.VAV-8-10:REHEAT START","","","24.8","PCT"," -N-     NONE"
" 23","NEOB.VAV-8-10:REHEAT END","","","74.8","PCT"," -N-     NONE"
" 24","NEOB.VAV-8-10:DI 4","","","OFF",""," -N-     NONE"
" 25","NEOB.VAV-8-10:DI 3","","","OFF",""," -N-     NONE"
" 29","NEOB.VAV-8-10:DAY.NGT","","","DAY",""," -N-     OPER"
" 31","NEOB.VAV-8-10:CLG FLOW MIN","","","384.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-8-10:CLG FLOW MAX","","","1920.0"," CFM"," -N-     NONE"
" 33","NEOB.VAV-8-10:HTG FLOW MIN","","","384.0"," CFM"," -N-     NONE"
" 34","NEOB.VAV-8-10:HTG FLOW MAX","","","960.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-8-10:AIR VOLUME","","","1828.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-8-10:FLOW COEFF","","","0.71",""," -N-     NONE"
" 40","NEOB.VAV-8-10:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","NEOB.VAV-8-10:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-8-10:DO 2","","","OFF",""," -N-     NONE"
" 43","NEOB.VAV-8-10:DO 3","","","OFF",""," -N-     NONE"
" 44","NEOB.VAV-8-10:DO 4","","","OFF",""," -N-     NONE"
